,County/Parish,"Notice
Date","Received
Date","Effective 
Date",Company,"Layoff/
Closure","No. Of
Employees",Address
874,Merced County,2023-02-16 00:00:00,2023-02-23 00:00:00,2023-04-28 00:00:00,"QG Printing II, LLC",Closure Permanent,241,2201 Cooper Avenue  Merced CA 95348
875,San Mateo County,2023-02-17 00:00:00,2023-02-23 00:00:00,2023-02-17 00:00:00,Evernote Corporation,Layoff Permanent,65,2400 Broadway Suite 210  Redwood City CA 94063
876,Santa Clara County,2023-02-10 00:00:00,2023-02-23 00:00:00,2023-04-19 00:00:00,"SAP America, Inc.",Layoff Permanent,159,3410 Hillview Avenue  Palo Alto CA 94304
877,Alameda County,2023-02-10 00:00:00,2023-02-23 00:00:00,2023-04-12 00:00:00,"GSC Logistics, Inc.",Layoff Permanent,58,"555 Maritime Street, Building 512  Oakland CA 94607"
878,Orange County,2023-02-16 00:00:00,2023-02-23 00:00:00,2023-04-16 00:00:00,Providence Medical Foundation,Closure Permanent,8,3355 Michelson Drive Suite 490  Irvine CA 92612
879,Sacramento County,2023-02-14 00:00:00,2023-02-23 00:00:00,2023-04-17 00:00:00,Cornerstone Building Brands,Layoff Permanent,128,2377 Gold Meadow Way  Gold River CA 95670
880,San Diego County,2023-02-15 00:00:00,2023-02-23 00:00:00,2023-04-18 00:00:00,Qualcomm Incorporated,Layoff Permanent,79,5775 Morehouse Drive  San Diego CA 92121
881,San Francisco County,2023-02-16 00:00:00,2023-02-23 00:00:00,2023-02-17 00:00:00,"Critical Ideas, Inc. dba Chipper Cash",Layoff Permanent,49,180 Montgomery Street Suite 1860  San Francisco CA 94104
882,Los Angeles County,2023-02-15 00:00:00,2023-02-23 00:00:00,2023-04-16 00:00:00,"Peer Street, Inc.",Layoff Permanent,30,"2121 Park Place, Suite 250  El Segundo CA 90245"
883,Ventura County,2023-01-31 00:00:00,2023-02-23 00:00:00,2023-04-01 00:00:00,"Instil Bio, Inc.",Layoff Permanent,42,1535 Rancho Conejo Blvd.  Thousand Oaks CA 91320
884,Marin County,2023-02-10 00:00:00,2023-02-23 00:00:00,2023-04-12 00:00:00,BJ's Restaurants,Closure Permanent,90,5800 Northgate Mall Suite 159  San Rafael CA 94903
885,Mendocino County,2023-02-15 00:00:00,2023-02-23 00:00:00,2023-04-16 00:00:00,"Wix.com, Inc.",Layoff Permanent,27,"500 Terry A. Francois Boulevard, 6th Floor  Calpella CA 95418"
886,Fresno County,2023-02-17 00:00:00,2023-02-24 00:00:00,2023-04-30 00:00:00,"Gino/Giuseppe, Inc. dba G&G Construction Co.",Closure Permanent,64,3013 W Front Street  Selma CA 93662
887,Merced County,2023-02-17 00:00:00,2023-02-24 00:00:00,2023-04-30 00:00:00,"Gino/Giuseppe, Inc. dba G&G Construction Co.",Closure Permanent,135,700 Enterprise Court  Atwater CA 95301
888,Santa Clara County,2023-02-20 00:00:00,2023-02-24 00:00:00,2023-04-03 00:00:00,"Futurewei Technologies, Inc.",Layoff Permanent,43,2220 Central Expressway  Santa Clara CA 95050
889,Orange County,2023-02-13 00:00:00,2023-02-24 00:00:00,2023-04-14 00:00:00,Rume Health,Layoff Permanent,62,18800 Delaware Street Suite 800  Huntington Beach CA 92648
890,Riverside County,2023-02-17 00:00:00,2023-02-24 00:00:00,2023-04-29 00:00:00,"Beyond Hello CA, LLC",Closure Permanent,6,4765 Ramon Rd  Palm Springs CA 92264
891,Sacramento County,2023-02-21 00:00:00,2023-02-24 00:00:00,2023-04-22 00:00:00,Markstein Beverage Co.,Closure Permanent,503,60 Main Avenue  Sacramento CA 95838
892,Los Angeles County,2023-02-21 00:00:00,2023-02-24 00:00:00,2023-04-28 00:00:00,Pacific Western Bank,Layoff Permanent,200,2015 Manhattan Beach Blvd.  Redondo Beach CA 90278
893,Alameda County,2023-02-16 00:00:00,2023-02-27 00:00:00,2023-04-17 00:00:00,"Minted, LLC.",Closure Permanent,6,21375 Cabot Blvd  Hayward CA 94545
894,Los Angeles County,2023-02-22 00:00:00,2023-02-27 00:00:00,2023-04-24 00:00:00,Microfabrica Inc.,Layoff Permanent,91,7911 Haskell Avenue  Van Nuys CA 91406
895,Plumas County,2023-02-23 00:00:00,2023-02-27 00:00:00,2023-02-24 00:00:00,Collins Pine Company,Layoff Temporary,51,500 Main Street  Chester CA 96020
896,Santa Clara County,2023-02-14 00:00:00,2023-02-27 00:00:00,2023-02-13 00:00:00,LinkedIn Corporation,Layoff Permanent,49,1000 W. Maude Avenue  Sunnyvale CA 94085
897,Santa Clara County,2023-02-14 00:00:00,2023-02-27 00:00:00,2023-02-13 00:00:00,LinkedIn Corporation,Layoff Permanent,3,700 E. Middlefield Road  Mountain View CA 94043
898,San Francisco County,2023-02-14 00:00:00,2023-02-27 00:00:00,2023-02-13 00:00:00,LinkedIn Corporation,Layoff Permanent,39,222 Second Street  San Francisco CA 94105
899,San Joaquin County,2023-02-21 00:00:00,2023-02-27 00:00:00,2023-05-05 00:00:00,Masonite Corporation,Closure Permanent,59,3632 Petersen Road  Stockton CA 95215
900,Los Angeles County,2023-02-24 00:00:00,2023-02-28 00:00:00,2023-04-28 00:00:00,The Capital Group Companies Inc.,Layoff Permanent,78,333/400 South Hope Street  Los Angeles CA 90071
901,Los Angeles County,2023-02-28 00:00:00,2023-02-28 00:00:00,2023-04-25 00:00:00,"Hyperloop Technologies, Inc. dba Hyperloop One",Layoff Permanent,5,777 Alameda St. Suite 400  Los Angeles CA 90021
902,San Mateo County,2023-02-10 00:00:00,2023-02-28 00:00:00,2023-04-11 00:00:00,"Impossible Foods, Inc.",Layoff Permanent,132,400 Saginaw Drive  Redwood City CA 94063
903,Orange County,2023-02-24 00:00:00,2023-02-28 00:00:00,2023-04-28 00:00:00,The Capital Group Companies Inc.,Layoff Permanent,112,6455 Irvine Center Drive  Irvine CA 92618
904,San Francisco County,2023-02-23 00:00:00,2023-02-28 00:00:00,2023-05-01 00:00:00,"UserTesting, Inc.",Layoff Permanent,63,144 Townsend Street  San Francisco CA 94107
905,San Francisco County,2023-02-28 00:00:00,2023-02-28 00:00:00,2023-04-29 00:00:00,"Yanka Industries, Inc. dba MasterClass",Layoff Permanent,89,475 Brannan Street Suite 230  San Francisco CA 94107
906,Santa Barbara County,2023-01-30 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,"Joslyn Sunbank Company, LLC",Closure Permanent,76,"1740 Commerce Way, Paso  Santa Maria CA 93456"
907,Sonoma County,2023-02-23 00:00:00,2023-02-28 00:00:00,2023-04-25 00:00:00,"AeroVironment, Inc.",Layoff Permanent,17,1035 N McDowell Blvd  Petaluma CA 94954
908,Los Angeles County,2023-02-22 00:00:00,2023-02-28 00:00:00,2023-01-27 00:00:00,Ruggable LLC,Layoff Permanent,24,108 W Walnut St.  Gardena CA 90248
909,Los Angeles County,2023-02-22 00:00:00,2023-02-28 00:00:00,2023-01-27 00:00:00,Ruggable LLC,Layoff Permanent,16,17809 S Broadway Street  Gardena CA 90248
910,Los Angeles County,2023-02-22 00:00:00,2023-02-28 00:00:00,2023-01-27 00:00:00,Ruggable LLC,Layoff Permanent,6,17905 S Broadway Street  Gardena CA 90248
911,Los Angeles County,2023-02-22 00:00:00,2023-02-28 00:00:00,2023-01-27 00:00:00,Ruggable LLC,Layoff Permanent,30,359 Van Ness Way  Torrance CA 90501
912,Los Angeles County,2023-02-22 00:00:00,2023-02-28 00:00:00,2023-01-27 00:00:00,Ruggable LLC,Layoff Permanent,1,"386 Beech Avenue, Units B3/B4  Torrance CA 90501"
913,Stanislaus County,2023-02-24 00:00:00,2023-02-28 00:00:00,2023-04-24 00:00:00,Foster Dairy Farms,Closure Permanent,65,2343 Hickman Road  Hickman CA 95323
914,Santa Clara County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,150,607 Hansen  Palo Alto CA 94304&#9;
915,Santa Clara County,2023-02-01 00:00:00,2023-03-01 00:00:00,2024-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,61,630 - 660 Hansen  Palo Alto CA 94304&#9;
916,Santa Clara County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,29,850 Hansen  Palo Alto CA 94304&#9;
917,Orange County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,153,14600 Myford&#9;  Irvine CA 92606
918,Orange County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,35,119 Waterworks  Irvine CA 92618&#9;
919,Orange County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,31,14192 Franklin  Tusting CA 92780&#9;
920,Orange County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,8,1751 Kettering  Irvine&#9; CA 92614
921,Orange County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,8,9750 Irvine  Irvine CA 92618&#9;
922,Orange County,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"Rivian Automotive, LLC",Layoff Permanent,4,261 Briggs  Costa Mesa CA 92626&#9;
923,San Bernardino County,2023-02-15 00:00:00,2023-03-01 00:00:00,2023-04-14 00:00:00,"GEO Secure Services, LLC",Layoff Permanent,112,10400 Rancho Road  Adelanto CA 92301
924,Santa Clara County,2023-02-06 00:00:00,2023-03-01 00:00:00,2023-02-07 00:00:00,"Zoom Video Communications, Inc.",Layoff Permanent,199,55 Almaden Blvd.  San Jose CA 95113
925,Kern County,2023-02-28 00:00:00,2023-03-02 00:00:00,2023-04-29 00:00:00,"Tasteful Selections, Inc.",Layoff Permanent,54,13003 Di Giorgio Road  Arvin CA 93203
926,Kern County,2023-02-28 00:00:00,2023-03-02 00:00:00,2023-04-29 00:00:00,"Tasteful Selections, Inc.",Layoff Permanent,1,"11001 River Run Blvd, #200  Bakersfield CA 93311"
927,Los Angeles County,2023-02-28 00:00:00,2023-03-02 00:00:00,2023-05-04 00:00:00,"COR Restaurant Services, LLC with Chick-fil-A, Inc.",Closure Temporary,85,8875 Tampa Ave.  Northridge CA 91324
928,Los Angeles County,2023-02-27 00:00:00,2023-03-02 00:00:00,2023-05-01 00:00:00,American General Life Insurance Company,Layoff Permanent,163,21650 Oxnard Street  Woodland Hills CA 91367
929,San Mateo County,2023-03-01 00:00:00,2023-03-02 00:00:00,2023-04-30 00:00:00,"Johnson & Johnson Services, Inc.",Layoff Permanent,1,150 Shoreline Drive  Redwood City CA 94065
930,San Mateo County,2023-03-01 00:00:00,2023-03-02 00:00:00,2023-04-30 00:00:00,"Medical Device Business Services, Inc.",Layoff Permanent,5,150 Shoreline Drive  Redwood City CA 94065
931,San Mateo County,2023-03-01 00:00:00,2023-03-02 00:00:00,2023-04-30 00:00:00,"Auris Health, Inc.",Layoff Permanent,223,150 Shoreline Drive  Redwood City CA 94065
932,Santa Clara County,2023-03-01 00:00:00,2023-03-02 00:00:00,2023-04-30 00:00:00,"Auris Health, Inc.",Layoff Permanent,69,5490 Great America Parkway  Santa Clara CA 95054
933,Santa Clara County,2023-03-01 00:00:00,2023-03-02 00:00:00,2023-04-30 00:00:00,Verb Surgical Inc.,Layoff Permanent,47,5490 Great America Parkway  Santa Clara CA 95054
934,Santa Clara County,2023-03-01 00:00:00,2023-03-02 00:00:00,2023-04-30 00:00:00,CSATS Inc.,Layoff Permanent,3,5490 Great America Parkway  Santa Clara CA 95054
935,Santa Clara County,2023-03-01 00:00:00,2023-03-02 00:00:00,2023-04-30 00:00:00,Ethicon Endo-Surgery Inc.,Layoff Permanent,4,5490 Great America Parkway  Santa Clara CA 95054
936,Los Angeles County,2023-02-27 00:00:00,2023-03-03 00:00:00,2023-04-30 00:00:00,"Cerebral, Inc.",Layoff Permanent,31,340 S Lemon Ave #9892  Walnut CA 91789
937,Santa Clara County,2023-03-01 00:00:00,2023-03-03 00:00:00,2023-05-05 00:00:00,Waymo LLC,Layoff Permanent,111,100 Mayfield Avenue  Mountain View CA 94043
938,Santa Clara County,2023-03-01 00:00:00,2023-03-03 00:00:00,2023-05-05 00:00:00,Waymo LLC,Layoff Permanent,1,680 East Middlefield Road  Mountain View CA 94043
939,Alameda County,2023-03-02 00:00:00,2023-03-03 00:00:00,2023-05-01 00:00:00,"Clif Bar & Company, LLC",Layoff Permanent,34,1451 66th St.  Oakland CA 94607
940,Alameda County,2023-03-02 00:00:00,2023-03-06 00:00:00,2023-02-22 00:00:00,"Ajinomoto Foods North America, Inc.",Layoff Permanent,48,2188 Alpine Way  Hayward CA 94545
941,Placer County,2022-10-26 00:00:00,2023-03-06 00:00:00,2023-04-03 00:00:00,Finance of America,Closure Permanent,48,"2281 Lava Ridge Court, Suite 210  Roseville CA 95661"
942,Los Angeles County,2023-02-27 00:00:00,2023-03-06 00:00:00,2023-04-28 00:00:00,"Herbalife International of America, Inc.",Layoff Permanent,1,800 West Olympic Blvd  Los Angeles CA 90015
943,San Francisco County,2023-03-03 00:00:00,2023-03-06 00:00:00,2023-05-03 00:00:00,"Embark Trucks, Inc.",Layoff Permanent,109,321 Alabama St.  San Francisco CA 94110
944,Los Angeles County,2023-02-27 00:00:00,2023-03-06 00:00:00,2023-04-28 00:00:00,"Herbalife International of America, Inc.",Layoff Permanent,7,950 West 190th Street  Torrance CA 90502
945,Los Angeles County,2023-02-27 00:00:00,2023-03-06 00:00:00,2023-04-28 00:00:00,"Herbalife International of America, Inc.",Layoff Permanent,11,990 West 190th Street  Torrance CA 90502
946,San Mateo County,2023-03-01 00:00:00,2023-03-07 00:00:00,2023-06-01 00:00:00,Graphite Bio,Layoff Permanent,3,201 Haskins Way Suite 210  South San Francisco CA 94080
947,San Mateo County,2023-03-01 00:00:00,2023-03-07 00:00:00,2023-03-01 00:00:00,Graphite Bio,Layoff Permanent,2,201 Haskins Way Suite 210  South San Francisco CA 94080
948,San Mateo County,2023-03-01 00:00:00,2023-03-07 00:00:00,2023-04-24 00:00:00,Graphite Bio,Layoff Permanent,14,201 Haskins Way Suite 210  South San Francisco CA 94080
949,San Mateo County,2023-03-01 00:00:00,2023-03-07 00:00:00,2023-06-01 00:00:00,Graphite Bio,Layoff Permanent,7,"1400 Sierra Point Parkway, Building C  Brisbane CA 94005"
950,San Mateo County,2023-03-01 00:00:00,2023-03-07 00:00:00,2023-04-24 00:00:00,Graphite Bio,Layoff Permanent,33,"1400 Sierra Point Parkway, Building C  Brisbane CA 94005"
951,San Mateo County,2023-03-03 00:00:00,2023-03-07 00:00:00,2023-03-03 00:00:00,"Coherus BioSciences, Inc.",Layoff Permanent,51,"333 Twin Dolphin Drive, Suite 600  Redwood City CA 94065"
952,Santa Clara County,2023-02-28 00:00:00,2023-03-07 00:00:00,2023-05-01 00:00:00,Flex LTD,Layoff Permanent,10,847 Gibraltar Drive  Milpitas CA 95035
953,Santa Clara County,2023-03-03 00:00:00,2023-03-07 00:00:00,2023-05-08 00:00:00,KLA Corporation,Layoff Permanent,72,One Technology Drive  Milpitas CA 95035
954,Santa Clara County,2023-02-24 00:00:00,2023-03-07 00:00:00,2023-04-28 00:00:00,Lendlease (US) Services Inc.,Layoff Permanent,67,1375 Geneva Drive  Sunnyvale CA 94089
955,San Bernardino County,2023-03-03 00:00:00,2023-03-07 00:00:00,2023-05-01 00:00:00,Boot Barn,Layoff Permanent,59,11251 Beech Ave  Fontana CA 92337
956,San Diego County,2023-03-07 00:00:00,2023-03-07 00:00:00,2023-05-06 00:00:00,Thermo Fisher Scientific,Layoff Permanent,123,6190 Cornerstone Court  San Diego CA 92121
957,San Diego County,2023-03-07 00:00:00,2023-03-07 00:00:00,2023-05-06 00:00:00,Thermo Fisher Scientific,Layoff Permanent,12,9600 Kearny Villa Road  San Diego CA 92126
958,San Diego County,2023-03-07 00:00:00,2023-03-07 00:00:00,2023-05-06 00:00:00,Thermo Fisher Scientific,Layoff Permanent,19,9440 Carroll Park Drive  San Diego CA 92121
959,Sonoma County,2023-03-06 00:00:00,2023-03-07 00:00:00,2023-05-06 00:00:00,"AeroVironment, Inc.",Layoff Permanent,62,1035 N McDowell Blvd.  Petaluma CA 94954
960,Los Angeles County,2023-02-17 00:00:00,2023-03-08 00:00:00,2023-04-14 00:00:00,"Truepill, Inc.",Closure Permanent,11,"1048 South Garfield Avenue, Suite 101  Alhambra CA 91801"
961,San Francisco County,2023-03-06 00:00:00,2023-03-08 00:00:00,2023-05-05 00:00:00,"Atlassian US, Inc.",Layoff Permanent,268,"350 Bush Street, Floor 13  San Francisco CA 94104"
962,Los Angeles County,2023-02-24 00:00:00,2023-03-08 00:00:00,2023-04-24 00:00:00,Gordon Laboratories Inc,Closure Permanent,62,751 E. Artesia Blvd  Carson CA 90746
963,San Diego County,2023-03-08 00:00:00,2023-03-09 00:00:00,2023-05-12 00:00:00,"CoStar Group, Inc.",Layoff Permanent,62,8910 University Center Lane Suite 300  San Diego CA 92122
964,San Diego County,2023-03-08 00:00:00,2023-03-09 00:00:00,2023-05-08 00:00:00,Scripps Health - Corporate 1,Layoff Permanent,2,10140 Campus Point Drive  San Diego CA 92121
965,San Diego County,2023-03-08 00:00:00,2023-03-09 00:00:00,2023-05-08 00:00:00,Scripps Health - Corporate 3,Layoff Permanent,2,10010 Campus Point Drive  San Diego CA 92121
966,San Diego County,2023-03-08 00:00:00,2023-03-09 00:00:00,2023-05-08 00:00:00,Scripps Mercy Hospital,Layoff Permanent,2,4077 Fifth Avenue  San Diego CA 92103
967,San Diego County,2023-03-08 00:00:00,2023-03-09 00:00:00,2023-05-08 00:00:00,Scripps Memorial Hospital La Jolla,Layoff Permanent,1,9888 Genesee Avenue  La Jolla CA 92037
968,San Diego County,2023-03-08 00:00:00,2023-03-09 00:00:00,2023-05-08 00:00:00,Scripps Health Corporate IS Office,Layoff Permanent,63,8945 Rehco Road  San Diego CA 92121
969,San Francisco County,2023-03-09 00:00:00,2023-03-10 00:00:00,2023-05-09 00:00:00,"Salesforce, Inc.",Layoff Permanent,55,415 Mission Street  San Francisco CA 94105
970,Alameda County,2023-03-14 00:00:00,2023-03-14 00:00:00,2023-05-15 00:00:00,Coherent Corp.,Layoff Permanent,108,41762 Christy St.  Fremont CA 94538
971,Santa Clara County,2023-03-01 00:00:00,2023-03-14 00:00:00,2023-04-30 00:00:00,"Medical Device Business Services, Inc.",Layoff Permanent,3,5490 Great America Parkway  Santa Clara CA 95054
972,Los Angeles County,2023-03-13 00:00:00,2023-03-15 00:00:00,2023-04-28 00:00:00,"Herbalife International of America, Inc.",Layoff Permanent,12,800 West Olympic Blvd  Los Angeles CA 90015
973,Riverside County,2023-03-15 00:00:00,2023-03-15 00:00:00,2023-12-31 00:00:00,BrassCraft Manufacturing Company,Closure Permanent,137,215 N. Smith Avenue  Corona CA 92878
974,Los Angeles County,2023-03-13 00:00:00,2023-03-15 00:00:00,2023-04-28 00:00:00,"Herbalife International of America, Inc.",Layoff Permanent,40,990 West 190th Street  Torrance CA 90502
975,Los Angeles County,2023-03-13 00:00:00,2023-03-15 00:00:00,2023-04-28 00:00:00,"Herbalife International of America, Inc.",Layoff Permanent,26,950 West 190th Street  Torrance CA 90502
976,Fresno County,2023-03-15 00:00:00,2023-03-16 00:00:00,2023-05-15 00:00:00,Cresco Labs,Closure Permanent,25,1269 Marie Street Suite 2  Mendota CA 93640
977,Cook County,2023-03-15 00:00:00,2023-03-16 00:00:00,2023-05-15 00:00:00,Cresco Labs Corporate Headquarters,Closure Permanent,1,400 W. Erie St. Suite 300  Chicago IL 60654
978,Orange County,2023-03-06 00:00:00,2023-03-16 00:00:00,2023-05-05 00:00:00,Vinci Brands LLC,Layoff Permanent,45,1775 Flight Way Suite 300  Tustin CA 92782
979,Orange County,2023-03-15 00:00:00,2023-03-16 00:00:00,2023-05-15 00:00:00,La Habra Facility,Closure Permanent,17,1721 East Lambert Road Suite B  La Habra CA 90631
980,Riverside County,2023-03-06 00:00:00,2023-03-16 00:00:00,2023-05-05 00:00:00,Vinci Brands LLC,Layoff Permanent,10,1351 Railroad Street  Corona CA 92882
981,Yolo County,2023-03-15 00:00:00,2023-03-16 00:00:00,2023-05-15 00:00:00,Cresco Labs,Closure Permanent,44,3121 Evergreen Avenue Suite 100  West Sacramento CA 95691
982,Los Angeles County,2023-03-17 00:00:00,2023-03-17 00:00:00,2023-05-17 00:00:00,"Custom Control Sensors, LLC",Closure Permanent,127,21111 Plumber Street  Chatsworth CA 91311
983,Los Angeles County,2023-02-24 00:00:00,2023-03-17 00:00:00,2023-04-28 00:00:00,"Security Industry Specialists, Inc.",Layoff Permanent,115,8501 Stellar Dr  Culver City CA 90232
984,Santa Clara County,2023-02-24 00:00:00,2023-03-17 00:00:00,2023-04-28 00:00:00,"Security Industry Specialists, Inc",Layoff Permanent,416,20085 Stevens Creek Blvd.  Cupertino CA 95014
985,Sacramento County,2023-02-24 00:00:00,2023-03-17 00:00:00,2023-04-28 00:00:00,"Security Industry Specialists, Inc.",Layoff Permanent,87,2911 Laguna Blvd  Elk Grove CA 95758
986,Ventura County,2023-03-16 00:00:00,2023-03-17 00:00:00,2023-05-26 00:00:00,Amgen Inc.,Layoff Permanent,425,1 Amgen Center Drive  Newbury Park CA 91320
987,San Mateo County,2023-03-17 00:00:00,2023-03-20 00:00:00,2023-05-16 00:00:00,"Natera, Inc.",Layoff Permanent,59,201 Industrial Road  San Carlos CA 94070
988,Santa Clara County,2023-03-06 00:00:00,2023-03-20 00:00:00,2023-05-05 00:00:00,Microsoft,Layoff Permanent,54,1045 La Avenida  Mountain View CA 94043
989,Santa Clara County,2023-03-06 00:00:00,2023-03-20 00:00:00,2023-05-05 00:00:00,Microsoft,Layoff Permanent,1,1288 Pear Ave  Mountain View CA 94043
990,San Diego County,2023-03-20 00:00:00,2023-03-20 00:00:00,2023-05-26 00:00:00,"Ferring Research Institute, Inc.",Closure Permanent,89,4245 Sorrento Valley Blvd  San Diego CA 92121
991,Santa Clara County,2023-03-06 00:00:00,2023-03-20 00:00:00,2023-05-05 00:00:00,Microsoft,Layoff Permanent,1,11 Great Oaks Blvd  San Jose CA 95138
992,San Francisco County,2023-03-22 00:00:00,2023-03-22 00:00:00,2023-03-31 00:00:00,"Glassdoor, Inc.",Layoff Permanent,130,"300 Mission St, 16th Floor  San Francisco CA 94105"
993,San Diego County,2023-03-13 00:00:00,2023-03-23 00:00:00,2023-05-12 00:00:00,Silvergate Bank,Layoff Permanent,260,4250 Executive Square Suite 300  La Jolla CA 92037
994,Sacramento County,2023-03-23 00:00:00,2023-03-24 00:00:00,2023-05-31 00:00:00,Greenheck Fan Corporation (Unison Comfort Technologies),Closure Permanent,25,3034 Peacekeeper Way  Mcclellan CA 95652
995,San Joaquin County,2023-03-23 00:00:00,2023-03-24 00:00:00,2023-03-23 00:00:00,The Michaels Companies,Layoff Permanent,160,9375 W. Sugar Road  Tracy CA 95304
996,San Mateo County,2023-03-23 00:00:00,2023-03-27 00:00:00,2023-05-24 00:00:00,"Genentech, Inc.",Layoff Permanent,271,1 DNA Way  South San Francisco CA 94080
997,Santa Clara County,2023-02-21 00:00:00,2023-03-27 00:00:00,2023-04-30 00:00:00,Mattel,Layoff Permanent,13,660 Stanford Shopping Center  Palo Alto CA 94304
998,Riverside County,2023-03-21 00:00:00,2023-03-27 00:00:00,2023-05-20 00:00:00,"Stir Foods, LLC",Closure Permanent,12,13415 Estelle St.  Corona CA 92879
999,Riverside County,2023-03-21 00:00:00,2023-03-27 00:00:00,2023-05-20 00:00:00,"Stir Foods, LLC",Closure Permanent,11,1851 N. Delilah St.  Corona CA 92879
1000,San Bernardino County,2023-02-21 00:00:00,2023-03-27 00:00:00,2023-04-30 00:00:00,Mattel,Layoff Permanent,1,1456 E Harry Shepard Blvd  San Bernardino CA 92408
1001,Los Angeles County,2023-02-21 00:00:00,2023-03-27 00:00:00,2023-04-30 00:00:00,Mattel,Layoff Permanent,91,333 Continental Blvd  El Segundo CA 90245
1002,Contra Costa County,2023-03-24 00:00:00,2023-03-29 00:00:00,2023-07-01 00:00:00,Nutiva,Closure Permanent,63,213 W. Cutting Blvd.  Richmond CA 94804
1003,Los Angeles County,2023-03-24 00:00:00,2023-03-29 00:00:00,2023-05-26 00:00:00,"Aspiration Partners, Inc.",Layoff Permanent,180,"4551 Glencoe Ave., Suite 300  Marina Del Rey CA 90292"
1004,Marin County,2023-03-24 00:00:00,2023-03-29 00:00:00,2023-05-24 00:00:00,"Restoration Hardware, Inc.",Layoff Permanent,58,15 Koch Road  Corte Madera CA 94925
1005,Report Summary, Employees Affected,Permanent Layoff,Temporary Layoff,Not Identified Layoff,Permanent Closure,Temporary Closure,Not Identified Closure
1006,Total,67239,713,11,1,270,11,0
